dataset,task,metric,fold,model,value
evons,virality,recall,6,mlp_source,0.03763440860215054
evons,virality,auc,6,mlp_source,0.874690762817516
evons,virality,accuracy,7,mlp_source,0.9503065505001613
evons,virality,f1,7,mlp_source,0.14444444444444443
evons,virality,precision,7,mlp_source,0.52
evons,virality,recall,7,mlp_source,0.08387096774193549
evons,virality,auc,7,mlp_source,0.8718874181860683
evons,virality,accuracy,8,mlp_source,0.9507367968161773
evons,virality,f1,8,mlp_source,0.10196078431372549
evons,virality,precision,8,mlp_source,0.5777777777777777
evons,virality,recall,8,mlp_source,0.05591397849462366
evons,virality,auc,8,mlp_source,0.8694210690353747
evons,virality,accuracy,9,mlp_source,0.9508443583951812
evons,virality,f1,9,mlp_source,0.09504950495049505
evons,virality,precision,9,mlp_source,0.6
evons,virality,recall,9,mlp_source,0.05161290322580645
evons,virality,auc,9,mlp_source,0.8682717172159888
evons,virality,accuracy,10,mlp_source,0.9499838657631494
evons,virality,f1,10,mlp_source,0.00641025641025641
evons,virality,precision,10,mlp_source,0.5
evons,virality,recall,10,mlp_source,0.0032258064516129032
evons,virality,auc,10,mlp_source,0.8730332393447094
evons,virality,accuracy,1,mlp_avg_eng,0.9970420565773905
evons,virality,f1,1,mlp_avg_eng,0.9696635410921125
evons,virality,precision,1,mlp_avg_eng,0.9954699886749717
evons,virality,recall,1,mlp_avg_eng,0.9451612903225807
evons,virality,auc,1,mlp_avg_eng,0.9999074114656381
evons,virality,accuracy,2,mlp_avg_eng,0.9967193718403786
evons,virality,f1,2,mlp_avg_eng,0.9681794470526864
evons,virality,precision,2,mlp_avg_eng,0.9402228976697061
evons,virality,recall,2,mlp_avg_eng,0.9978494623655914
evons,virality,auc,2,mlp_avg_eng,0.9999376655758143
evons,virality,accuracy,3,mlp_avg_eng,0.9969882757878885
evons,virality,f1,3,mlp_avg_eng,0.9691289966923925
evons,virality,precision,3,mlp_avg_eng,0.994343891402715
evons,virality,recall,3,mlp_avg_eng,0.9451612903225807
evons,virality,auc,3,mlp_avg_eng,0.9999184904355618
evons,virality,accuracy,4,mlp_avg_eng,0.9975260836829085
evons,virality,f1,4,mlp_avg_eng,0.9747252747252747
evons,virality,precision,4,mlp_avg_eng,0.996629213483146
evons,virality,recall,4,mlp_avg_eng,0.953763440860215
evons,virality,auc,4,mlp_avg_eng,0.9999292041647188
evons,virality,accuracy,5,mlp_avg_eng,0.9938152092072712
evons,virality,f1,5,mlp_avg_eng,0.9417721518987342
evons,virality,precision,5,mlp_avg_eng,0.8899521531100478
evons,virality,recall,5,mlp_avg_eng,1.0
evons,virality,auc,5,mlp_avg_eng,0.9999234211859124
evons,virality,accuracy,6,mlp_avg_eng,0.994729482628805
evons,virality,f1,6,mlp_avg_eng,0.9498464687819856
evons,virality,precision,6,mlp_avg_eng,0.90625
evons,virality,recall,6,mlp_avg_eng,0.9978494623655914
evons,virality,auc,6,mlp_avg_eng,0.9998908538842138
evons,virality,accuracy,7,mlp_avg_eng,0.9972571797353985
evons,virality,f1,7,mlp_avg_eng,0.9719626168224299
evons,virality,precision,7,mlp_avg_eng,0.9943757030371203
evons,virality,recall,7,mlp_avg_eng,0.9505376344086022
evons,virality,auc,7,mlp_avg_eng,0.9999231168186068
evons,virality,accuracy,8,mlp_avg_eng,0.9932774013122513
evons,virality,f1,8,mlp_avg_eng,0.9279538904899135
evons,virality,precision,8,mlp_avg_eng,1.0
evons,virality,recall,8,mlp_avg_eng,0.8655913978494624
evons,virality,auc,8,mlp_avg_eng,0.9999379699431199
evons,virality,accuracy,9,mlp_avg_eng,0.9976336452619124
evons,virality,f1,9,mlp_avg_eng,0.9761904761904762
evons,virality,precision,9,mlp_avg_eng,0.9825708061002179
evons,virality,recall,9,mlp_avg_eng,0.9698924731182795
evons,virality,auc,9,mlp_avg_eng,0.9999133161913667
evons,virality,accuracy,10,mlp_avg_eng,0.9964504678928686
evons,virality,f1,10,mlp_avg_eng,0.9656607700312175
evons,virality,precision,10,mlp_avg_eng,0.9354838709677419
evons,virality,recall,10,mlp_avg_eng,0.9978494623655914
evons,virality,auc,10,mlp_avg_eng,0.9999341349150693
evons,virality,accuracy,1,gating_bert,0.994783263418307
evons,virality,f1,1,gating_bert,0.950383631713555
evons,virality,precision,1,gating_bert,0.9063414634146342
evons,virality,recall,1,gating_bert,0.9989247311827957
evons,virality,auc,1,gating_bert,0.9999348653966028
evons,virality,accuracy,2,gating_bert,0.9954824136818329
evons,virality,f1,2,gating_bert,0.9527027027027027
evons,virality,precision,2,gating_bert,1.0
evons,virality,recall,2,gating_bert,0.9096774193548387
evons,virality,auc,2,gating_bert,0.9999320043439301
evons,virality,accuracy,3,gating_bert,0.9979563299989244
evons,virality,f1,3,gating_bert,0.9794372294372294
evons,virality,precision,3,gating_bert,0.985838779956427
evons,virality,recall,3,gating_bert,0.9731182795698925
evons,virality,auc,3,gating_bert,0.9999469792153655
evons,virality,accuracy,4,gating_bert,0.9961815639453587
evons,virality,f1,4,gating_bert,0.9632314862765406
evons,virality,precision,4,gating_bert,0.929070929070929
evons,virality,recall,4,gating_bert,1.0
evons,virality,auc,4,gating_bert,0.9999524578268661
evons,virality,accuracy,5,gating_bert,0.9964504678928686
evons,virality,f1,5,gating_bert,0.9656607700312175
evons,virality,precision,5,gating_bert,0.9354838709677419
evons,virality,recall,5,gating_bert,0.9978494623655914
evons,virality,auc,5,gating_bert,0.9999461878603709
evons,virality,accuracy,6,gating_bert,0.9979025492094223
evons,virality,f1,6,gating_bert,0.9789983844911146
evons,virality,precision,6,gating_bert,0.9805825242718447
evons,virality,recall,6,gating_bert,0.9774193548387097
evons,virality,auc,6,gating_bert,0.9999327956989248
evons,virality,accuracy,7,gating_bert,0.9983327955254383
evons,virality,f1,7,gating_bert,0.9831613253666486
evons,virality,precision,7,gating_bert,0.9934138309549945
evons,virality,recall,7,gating_bert,0.9731182795698925
evons,virality,auc,7,gating_bert,0.9999607366175782
evons,virality,accuracy,8,gating_bert,0.9924706894697214
evons,virality,f1,8,gating_bert,0.93
evons,virality,precision,8,gating_bert,0.8691588785046729
evons,virality,recall,8,gating_bert,1.0
evons,virality,auc,8,gating_bert,0.9999494141538102
evons,virality,accuracy,9,gating_bert,0.9974723028934065
evons,virality,f1,9,gating_bert,0.9753021544929059
evons,virality,precision,9,gating_bert,0.9537512846865365
evons,virality,recall,9,gating_bert,0.9978494623655914
evons,virality,auc,9,gating_bert,0.9999499620149602
evons,virality,accuracy,10,gating_bert,0.9979563299989244
evons,virality,f1,10,gating_bert,0.9793926247288504
evons,virality,precision,10,gating_bert,0.9879649890590809
evons,virality,recall,10,gating_bert,0.9709677419354839
evons,virality,auc,10,gating_bert,0.9999445442769206
evons,virality,accuracy,1,gating_mistral,0.9973647413144024
evons,virality,f1,1,gating_mistral,0.9732970027247957
evons,virality,precision,1,gating_mistral,0.9867403314917127
evons,virality,recall,1,gating_mistral,0.9602150537634409
evons,virality,auc,1,gating_mistral,0.9998865318684743
evons,virality,accuracy,2,gating_mistral,0.9977949876304184
evons,virality,f1,2,gating_mistral,0.9778018408229562
evons,virality,precision,2,gating_mistral,0.9847328244274809
evons,virality,recall,2,gating_mistral,0.9709677419354839
evons,virality,auc,2,gating_mistral,0.9999138031790556
evons,virality,accuracy,3,gating_mistral,0.9970420565773905
evons,virality,f1,3,gating_mistral,0.9702863317125878
evons,virality,precision,3,gating_mistral,0.9750271444082519
evons,virality,recall,3,gating_mistral,0.9655913978494624
evons,virality,auc,3,gating_mistral,0.999855608150226
evons,virality,accuracy,4,gating_mistral,0.9969344949983866
evons,virality,f1,4,gating_mistral,0.9686641011544805
evons,virality,precision,4,gating_mistral,0.9910011248593926
evons,virality,recall,4,gating_mistral,0.9473118279569892
evons,virality,auc,4,gating_mistral,0.9999052200210379
evons,virality,accuracy,5,gating_mistral,0.9969344949983866
evons,virality,f1,5,gating_mistral,0.9701101206082853
evons,virality,precision,5,gating_mistral,0.946775844421699
evons,virality,recall,5,gating_mistral,0.9946236559139785
evons,virality,auc,5,gating_mistral,0.9999049765271932
evons,virality,accuracy,6,gating_mistral,0.9974185221039045
evons,virality,f1,6,gating_mistral,0.9738276990185387
evons,virality,precision,6,gating_mistral,0.9878318584070797
evons,virality,recall,6,gating_mistral,0.9602150537634409
evons,virality,auc,6,gating_mistral,0.9998840969300297
evons,virality,accuracy,7,gating_mistral,0.9979025492094223
evons,virality,f1,7,gating_mistral,0.9791555318011759
evons,virality,precision,7,gating_mistral,0.973432518597237
evons,virality,recall,7,gating_mistral,0.9849462365591398
evons,virality,auc,7,gating_mistral,0.9999153858890447
evons,virality,accuracy,8,gating_mistral,0.9970958373668926
evons,virality,f1,8,gating_mistral,0.971030042918455
evons,virality,precision,8,gating_mistral,0.9689507494646681
evons,virality,recall,8,gating_mistral,0.9731182795698925
evons,virality,auc,8,gating_mistral,0.9998530514648589
evons,virality,accuracy,9,gating_mistral,0.9977949876304184
evons,virality,f1,9,gating_mistral,0.977729494839761
evons,virality,precision,9,gating_mistral,0.9879253567508233
evons,virality,recall,9,gating_mistral,0.967741935483871
evons,virality,auc,9,gating_mistral,0.9999047330333489
evons,virality,accuracy,10,gating_mistral,0.9976874260514145
evons,virality,f1,10,gating_mistral,0.9768443726440496
evons,virality,precision,10,gating_mistral,0.9784250269687162
evons,virality,recall,10,gating_mistral,0.975268817204301
evons,virality,auc,10,gating_mistral,0.9999031503233597
fakenewsnet,disinformation,accuracy,1,mlp_bert,0.9741379310344828
fakenewsnet,disinformation,f1,1,mlp_bert,0.9565217391304348
fakenewsnet,disinformation,precision,1,mlp_bert,0.9705882352941176
fakenewsnet,disinformation,recall,1,mlp_bert,0.9428571428571428
fakenewsnet,disinformation,auc,1,mlp_bert,0.9940035273368607
fakenewsnet,disinformation,accuracy,2,mlp_bert,0.9310344827586207
fakenewsnet,disinformation,f1,2,mlp_bert,0.8787878787878788
fakenewsnet,disinformation,precision,2,mlp_bert,0.9354838709677419
fakenewsnet,disinformation,recall,2,mlp_bert,0.8285714285714286
fakenewsnet,disinformation,auc,2,mlp_bert,0.9844797178130511
fakenewsnet,disinformation,accuracy,3,mlp_bert,0.9568965517241379
fakenewsnet,disinformation,f1,3,mlp_bert,0.9230769230769231
fakenewsnet,disinformation,precision,3,mlp_bert,1.0
fakenewsnet,disinformation,recall,3,mlp_bert,0.8571428571428571
fakenewsnet,disinformation,auc,3,mlp_bert,0.9738977072310406
fakenewsnet,disinformation,accuracy,4,mlp_bert,0.9310344827586207
fakenewsnet,disinformation,f1,4,mlp_bert,0.8787878787878788
fakenewsnet,disinformation,precision,4,mlp_bert,0.9354838709677419
fakenewsnet,disinformation,recall,4,mlp_bert,0.8285714285714286
fakenewsnet,disinformation,auc,4,mlp_bert,0.9738977072310405
fakenewsnet,disinformation,accuracy,5,mlp_bert,0.9310344827586207
fakenewsnet,disinformation,f1,5,mlp_bert,0.8888888888888888
fakenewsnet,disinformation,precision,5,mlp_bert,0.8648648648648649
fakenewsnet,disinformation,recall,5,mlp_bert,0.9142857142857143
fakenewsnet,disinformation,auc,5,mlp_bert,0.9679012345679012
fakenewsnet,disinformation,accuracy,6,mlp_bert,0.9137931034482759
fakenewsnet,disinformation,f1,6,mlp_bert,0.8571428571428571
fakenewsnet,disinformation,precision,6,mlp_bert,0.8571428571428571
fakenewsnet,disinformation,recall,6,mlp_bert,0.8571428571428571
fakenewsnet,disinformation,auc,6,mlp_bert,0.9414462081128747
fakenewsnet,disinformation,accuracy,7,mlp_bert,0.9655172413793104
fakenewsnet,disinformation,f1,7,mlp_bert,0.9428571428571428
fakenewsnet,disinformation,precision,7,mlp_bert,0.9428571428571428
fakenewsnet,disinformation,recall,7,mlp_bert,0.9428571428571428
fakenewsnet,disinformation,auc,7,mlp_bert,0.9858906525573192
fakenewsnet,disinformation,accuracy,8,mlp_bert,0.9310344827586207
fakenewsnet,disinformation,f1,8,mlp_bert,0.8709677419354839
fakenewsnet,disinformation,precision,8,mlp_bert,1.0
fakenewsnet,disinformation,recall,8,mlp_bert,0.7714285714285715
fakenewsnet,disinformation,auc,8,mlp_bert,0.9830687830687831
fakenewsnet,disinformation,accuracy,9,mlp_bert,0.9482758620689655
fakenewsnet,disinformation,f1,9,mlp_bert,0.9117647058823529
fakenewsnet,disinformation,precision,9,mlp_bert,0.9393939393939394
fakenewsnet,disinformation,recall,9,mlp_bert,0.8857142857142857
fakenewsnet,disinformation,auc,9,mlp_bert,0.9851851851851852
fakenewsnet,disinformation,accuracy,10,mlp_bert,0.9137931034482759
fakenewsnet,disinformation,f1,10,mlp_bert,0.8387096774193549
fakenewsnet,disinformation,precision,10,mlp_bert,0.9629629629629629
fakenewsnet,disinformation,recall,10,mlp_bert,0.7428571428571429
fakenewsnet,disinformation,auc,10,mlp_bert,0.9569664902998236
fakenewsnet,disinformation,accuracy,1,logreg_bert,0.9568965517241379
fakenewsnet,disinformation,f1,1,logreg_bert,0.9253731343283582
fakenewsnet,disinformation,precision,1,logreg_bert,0.96875
fakenewsnet,disinformation,recall,1,logreg_bert,0.8857142857142857
fakenewsnet,disinformation,auc,1,logreg_bert,0.9929453262786596
fakenewsnet,disinformation,accuracy,2,logreg_bert,0.9396551724137931
fakenewsnet,disinformation,f1,2,logreg_bert,0.8923076923076924
fakenewsnet,disinformation,precision,2,logreg_bert,0.9666666666666667
fakenewsnet,disinformation,recall,2,logreg_bert,0.8285714285714286
fakenewsnet,disinformation,auc,2,logreg_bert,0.9802469135802468
fakenewsnet,disinformation,accuracy,3,logreg_bert,0.9568965517241379
fakenewsnet,disinformation,f1,3,logreg_bert,0.9230769230769231
fakenewsnet,disinformation,precision,3,logreg_bert,1.0
fakenewsnet,disinformation,recall,3,logreg_bert,0.8571428571428571
fakenewsnet,disinformation,auc,3,logreg_bert,0.9795414462081129
fakenewsnet,disinformation,accuracy,4,logreg_bert,0.896551724137931
fakenewsnet,disinformation,f1,4,logreg_bert,0.8064516129032258
fakenewsnet,disinformation,precision,4,logreg_bert,0.9259259259259259
fakenewsnet,disinformation,recall,4,logreg_bert,0.7142857142857143
fakenewsnet,disinformation,auc,4,logreg_bert,0.9569664902998235
fakenewsnet,disinformation,accuracy,5,logreg_bert,0.9224137931034483
fakenewsnet,disinformation,f1,5,logreg_bert,0.8524590163934426
fakenewsnet,disinformation,precision,5,logreg_bert,1.0
fakenewsnet,disinformation,recall,5,logreg_bert,0.7428571428571429
fakenewsnet,disinformation,auc,5,logreg_bert,0.964021164021164
fakenewsnet,disinformation,accuracy,6,logreg_bert,0.896551724137931
fakenewsnet,disinformation,f1,6,logreg_bert,0.8064516129032258
fakenewsnet,disinformation,precision,6,logreg_bert,0.9259259259259259
fakenewsnet,disinformation,recall,6,logreg_bert,0.7142857142857143
fakenewsnet,disinformation,auc,6,logreg_bert,0.9347442680776014
fakenewsnet,disinformation,accuracy,7,logreg_bert,0.9137931034482759
fakenewsnet,disinformation,f1,7,logreg_bert,0.8333333333333334
fakenewsnet,disinformation,precision,7,logreg_bert,1.0
fakenewsnet,disinformation,recall,7,logreg_bert,0.7142857142857143
fakenewsnet,disinformation,auc,7,logreg_bert,0.9862433862433861
fakenewsnet,disinformation,accuracy,8,logreg_bert,0.9482758620689655
fakenewsnet,disinformation,f1,8,logreg_bert,0.90625
fakenewsnet,disinformation,precision,8,logreg_bert,1.0
fakenewsnet,disinformation,recall,8,logreg_bert,0.8285714285714286
fakenewsnet,disinformation,auc,8,logreg_bert,0.982363315696649
fakenewsnet,disinformation,accuracy,9,logreg_bert,0.9310344827586207
fakenewsnet,disinformation,f1,9,logreg_bert,0.8709677419354839
fakenewsnet,disinformation,precision,9,logreg_bert,1.0
fakenewsnet,disinformation,recall,9,logreg_bert,0.7714285714285715
fakenewsnet,disinformation,auc,9,logreg_bert,0.981657848324515
fakenewsnet,disinformation,accuracy,10,logreg_bert,0.9137931034482759
fakenewsnet,disinformation,f1,10,logreg_bert,0.8387096774193549
fakenewsnet,disinformation,precision,10,logreg_bert,0.9629629629629629
fakenewsnet,disinformation,recall,10,logreg_bert,0.7428571428571429
fakenewsnet,disinformation,auc,10,logreg_bert,0.9432098765432099
fakenewsnet,disinformation,accuracy,1,rf_bert,0.9741379310344828
fakenewsnet,disinformation,f1,1,rf_bert,0.9577464788732394
fakenewsnet,disinformation,precision,1,rf_bert,0.9444444444444444
fakenewsnet,disinformation,recall,1,rf_bert,0.9714285714285714
fakenewsnet,disinformation,auc,1,rf_bert,0.9947089947089948
fakenewsnet,disinformation,accuracy,2,rf_bert,0.9568965517241379
fakenewsnet,disinformation,f1,2,rf_bert,0.9253731343283582
fakenewsnet,disinformation,precision,2,rf_bert,0.96875
fakenewsnet,disinformation,recall,2,rf_bert,0.8857142857142857
fakenewsnet,disinformation,auc,2,rf_bert,0.9873015873015873
fakenewsnet,disinformation,accuracy,3,rf_bert,0.9396551724137931
fakenewsnet,disinformation,f1,3,rf_bert,0.8955223880597015
fakenewsnet,disinformation,precision,3,rf_bert,0.9375
fakenewsnet,disinformation,recall,3,rf_bert,0.8571428571428571
fakenewsnet,disinformation,auc,3,rf_bert,0.973015873015873
fakenewsnet,disinformation,accuracy,4,rf_bert,0.9482758620689655
fakenewsnet,disinformation,f1,4,rf_bert,0.9117647058823529
fakenewsnet,disinformation,precision,4,rf_bert,0.9393939393939394
fakenewsnet,disinformation,recall,4,rf_bert,0.8857142857142857
fakenewsnet,disinformation,auc,4,rf_bert,0.9793650793650793
fakenewsnet,disinformation,accuracy,5,rf_bert,0.9224137931034483
fakenewsnet,disinformation,f1,5,rf_bert,0.8615384615384616
fakenewsnet,disinformation,precision,5,rf_bert,0.9333333333333333
fakenewsnet,disinformation,recall,5,rf_bert,0.8
fakenewsnet,disinformation,auc,5,rf_bert,0.9460317460317461
fakenewsnet,disinformation,accuracy,6,rf_bert,0.9224137931034483
fakenewsnet,disinformation,f1,6,rf_bert,0.8656716417910447
fakenewsnet,disinformation,precision,6,rf_bert,0.90625
fakenewsnet,disinformation,recall,6,rf_bert,0.8285714285714286
fakenewsnet,disinformation,auc,6,rf_bert,0.9338624338624337
fakenewsnet,disinformation,accuracy,7,rf_bert,0.9568965517241379
fakenewsnet,disinformation,f1,7,rf_bert,0.927536231884058
fakenewsnet,disinformation,precision,7,rf_bert,0.9411764705882353
fakenewsnet,disinformation,recall,7,rf_bert,0.9142857142857143
fakenewsnet,disinformation,auc,7,rf_bert,0.9947089947089948
fakenewsnet,disinformation,accuracy,8,rf_bert,0.9568965517241379
fakenewsnet,disinformation,f1,8,rf_bert,0.927536231884058
fakenewsnet,disinformation,precision,8,rf_bert,0.9411764705882353
fakenewsnet,disinformation,recall,8,rf_bert,0.9142857142857143
fakenewsnet,disinformation,auc,8,rf_bert,0.9813051146384479
fakenewsnet,disinformation,accuracy,9,rf_bert,0.9482758620689655
fakenewsnet,disinformation,f1,9,rf_bert,0.90625
fakenewsnet,disinformation,precision,9,rf_bert,1.0
fakenewsnet,disinformation,recall,9,rf_bert,0.8285714285714286
fakenewsnet,disinformation,auc,9,rf_bert,0.9700176366843034
fakenewsnet,disinformation,accuracy,10,rf_bert,0.9310344827586207
fakenewsnet,disinformation,f1,10,rf_bert,0.8823529411764706
fakenewsnet,disinformation,precision,10,rf_bert,0.9090909090909091
fakenewsnet,disinformation,recall,10,rf_bert,0.8571428571428571
fakenewsnet,disinformation,auc,10,rf_bert,0.9435626102292769
fakenewsnet,disinformation,accuracy,1,xgboost_bert,0.9482758620689655
fakenewsnet,disinformation,f1,1,xgboost_bert,0.918918918918919
fakenewsnet,disinformation,precision,1,xgboost_bert,0.8717948717948718
fakenewsnet,disinformation,recall,1,xgboost_bert,0.9714285714285714
fakenewsnet,disinformation,auc,1,xgboost_bert,0.9925925925925926
fakenewsnet,disinformation,accuracy,2,xgboost_bert,0.9568965517241379
fakenewsnet,disinformation,f1,2,xgboost_bert,0.9295774647887324
fakenewsnet,disinformation,precision,2,xgboost_bert,0.9166666666666666
fakenewsnet,disinformation,recall,2,xgboost_bert,0.9428571428571428
fakenewsnet,disinformation,auc,2,xgboost_bert,0.9865961199294532
fakenewsnet,disinformation,accuracy,3,xgboost_bert,0.9310344827586207
fakenewsnet,disinformation,f1,3,xgboost_bert,0.8823529411764706
fakenewsnet,disinformation,precision,3,xgboost_bert,0.9090909090909091
fakenewsnet,disinformation,recall,3,xgboost_bert,0.8571428571428571
fakenewsnet,disinformation,auc,3,xgboost_bert,0.9710758377425044
fakenewsnet,disinformation,accuracy,4,xgboost_bert,0.9396551724137931
fakenewsnet,disinformation,f1,4,xgboost_bert,0.8955223880597015
fakenewsnet,disinformation,precision,4,xgboost_bert,0.9375
fakenewsnet,disinformation,recall,4,xgboost_bert,0.8571428571428571
fakenewsnet,disinformation,auc,4,xgboost_bert,0.9756613756613757
fakenewsnet,disinformation,accuracy,5,xgboost_bert,0.9310344827586207
fakenewsnet,disinformation,f1,5,xgboost_bert,0.8787878787878788
fakenewsnet,disinformation,precision,5,xgboost_bert,0.9354838709677419
fakenewsnet,disinformation,recall,5,xgboost_bert,0.8285714285714286
fakenewsnet,disinformation,auc,5,xgboost_bert,0.9590828924162258
fakenewsnet,disinformation,accuracy,6,xgboost_bert,0.9051724137931034
fakenewsnet,disinformation,f1,6,xgboost_bert,0.8405797101449275
fakenewsnet,disinformation,precision,6,xgboost_bert,0.8529411764705882
fakenewsnet,disinformation,recall,6,xgboost_bert,0.8285714285714286
fakenewsnet,disinformation,auc,6,xgboost_bert,0.9527336860670194
fakenewsnet,disinformation,accuracy,7,xgboost_bert,0.9310344827586207
fakenewsnet,disinformation,f1,7,xgboost_bert,0.8823529411764706
fakenewsnet,disinformation,precision,7,xgboost_bert,0.9090909090909091
fakenewsnet,disinformation,recall,7,xgboost_bert,0.8571428571428571
fakenewsnet,disinformation,auc,7,xgboost_bert,0.9925925925925926
fakenewsnet,disinformation,accuracy,8,xgboost_bert,0.9396551724137931
fakenewsnet,disinformation,f1,8,xgboost_bert,0.9014084507042254
fakenewsnet,disinformation,precision,8,xgboost_bert,0.8888888888888888
fakenewsnet,disinformation,recall,8,xgboost_bert,0.9142857142857143
fakenewsnet,disinformation,auc,8,xgboost_bert,0.9858906525573192
fakenewsnet,disinformation,accuracy,9,xgboost_bert,0.9224137931034483
fakenewsnet,disinformation,f1,9,xgboost_bert,0.8571428571428571
fakenewsnet,disinformation,precision,9,xgboost_bert,0.9642857142857143
fakenewsnet,disinformation,recall,9,xgboost_bert,0.7714285714285715
fakenewsnet,disinformation,auc,9,xgboost_bert,0.9795414462081129
fakenewsnet,disinformation,accuracy,10,xgboost_bert,0.896551724137931
fakenewsnet,disinformation,f1,10,xgboost_bert,0.8181818181818182
fakenewsnet,disinformation,precision,10,xgboost_bert,0.8709677419354839
fakenewsnet,disinformation,recall,10,xgboost_bert,0.7714285714285715
fakenewsnet,disinformation,auc,10,xgboost_bert,0.9590828924162258
fakenewsnet,disinformation,accuracy,1,mlp_mistral,0.9310344827586207
fakenewsnet,disinformation,f1,1,mlp_mistral,0.8857142857142857
fakenewsnet,disinformation,precision,1,mlp_mistral,0.8857142857142857
fakenewsnet,disinformation,recall,1,mlp_mistral,0.8857142857142857
fakenewsnet,disinformation,auc,1,mlp_mistral,0.982010582010582
fakenewsnet,disinformation,accuracy,2,mlp_mistral,0.9568965517241379
fakenewsnet,disinformation,f1,2,mlp_mistral,0.9295774647887324
fakenewsnet,disinformation,precision,2,mlp_mistral,0.9166666666666666
fakenewsnet,disinformation,recall,2,mlp_mistral,0.9428571428571428
fakenewsnet,disinformation,auc,2,mlp_mistral,0.9947089947089947
fakenewsnet,disinformation,accuracy,3,mlp_mistral,0.9482758620689655
fakenewsnet,disinformation,f1,3,mlp_mistral,0.9117647058823529
fakenewsnet,disinformation,precision,3,mlp_mistral,0.9393939393939394
fakenewsnet,disinformation,recall,3,mlp_mistral,0.8857142857142857
fakenewsnet,disinformation,auc,3,mlp_mistral,0.9827160493827161
fakenewsnet,disinformation,accuracy,4,mlp_mistral,0.9224137931034483
fakenewsnet,disinformation,f1,4,mlp_mistral,0.8524590163934426
fakenewsnet,disinformation,precision,4,mlp_mistral,1.0
fakenewsnet,disinformation,recall,4,mlp_mistral,0.7428571428571429
fakenewsnet,disinformation,auc,4,mlp_mistral,0.9837742504409172
fakenewsnet,disinformation,accuracy,5,mlp_mistral,0.9568965517241379
fakenewsnet,disinformation,f1,5,mlp_mistral,0.9230769230769231
fakenewsnet,disinformation,precision,5,mlp_mistral,1.0
fakenewsnet,disinformation,recall,5,mlp_mistral,0.8571428571428571
fakenewsnet,disinformation,auc,5,mlp_mistral,0.9675485008818343
fakenewsnet,disinformation,accuracy,6,mlp_mistral,0.9310344827586207
fakenewsnet,disinformation,f1,6,mlp_mistral,0.875
fakenewsnet,disinformation,precision,6,mlp_mistral,0.9655172413793104
fakenewsnet,disinformation,recall,6,mlp_mistral,0.8
fakenewsnet,disinformation,auc,6,mlp_mistral,0.9668430335097002
fakenewsnet,disinformation,accuracy,7,mlp_mistral,0.9655172413793104
fakenewsnet,disinformation,f1,7,mlp_mistral,0.9428571428571428
fakenewsnet,disinformation,precision,7,mlp_mistral,0.9428571428571428
fakenewsnet,disinformation,recall,7,mlp_mistral,0.9428571428571428
fakenewsnet,disinformation,auc,7,mlp_mistral,0.9915343915343915
fakenewsnet,disinformation,accuracy,8,mlp_mistral,0.9568965517241379
fakenewsnet,disinformation,f1,8,mlp_mistral,0.927536231884058
fakenewsnet,disinformation,precision,8,mlp_mistral,0.9411764705882353
fakenewsnet,disinformation,recall,8,mlp_mistral,0.9142857142857143
fakenewsnet,disinformation,auc,8,mlp_mistral,0.9869488536155203
fakenewsnet,disinformation,accuracy,9,mlp_mistral,0.9396551724137931
fakenewsnet,disinformation,f1,9,mlp_mistral,0.8888888888888888
fakenewsnet,disinformation,precision,9,mlp_mistral,1.0
fakenewsnet,disinformation,recall,9,mlp_mistral,0.8
fakenewsnet,disinformation,auc,9,mlp_mistral,0.982363315696649
fakenewsnet,disinformation,accuracy,10,mlp_mistral,0.9396551724137931
fakenewsnet,disinformation,f1,10,mlp_mistral,0.8888888888888888
fakenewsnet,disinformation,precision,10,mlp_mistral,1.0
fakenewsnet,disinformation,recall,10,mlp_mistral,0.8
fakenewsnet,disinformation,auc,10,mlp_mistral,0.9668430335097001
fakenewsnet,disinformation,accuracy,1,logreg_mistral,0.8620689655172413
fakenewsnet,disinformation,f1,1,logreg_mistral,0.7037037037037037
fakenewsnet,disinformation,precision,1,logreg_mistral,1.0
fakenewsnet,disinformation,recall,1,logreg_mistral,0.5428571428571428
fakenewsnet,disinformation,auc,1,logreg_mistral,0.9855379188712521
fakenewsnet,disinformation,accuracy,2,logreg_mistral,0.896551724137931
fakenewsnet,disinformation,f1,2,logreg_mistral,0.7931034482758621
fakenewsnet,disinformation,precision,2,logreg_mistral,1.0
fakenewsnet,disinformation,recall,2,logreg_mistral,0.6571428571428571
fakenewsnet,disinformation,auc,2,logreg_mistral,0.9943562610229277
fakenewsnet,disinformation,accuracy,3,logreg_mistral,0.8706896551724138
fakenewsnet,disinformation,f1,3,logreg_mistral,0.7272727272727273
fakenewsnet,disinformation,precision,3,logreg_mistral,1.0
fakenewsnet,disinformation,recall,3,logreg_mistral,0.5714285714285714
fakenewsnet,disinformation,auc,3,logreg_mistral,0.983068783068783
fakenewsnet,disinformation,accuracy,4,logreg_mistral,0.8879310344827587
fakenewsnet,disinformation,f1,4,logreg_mistral,0.7719298245614035
fakenewsnet,disinformation,precision,4,logreg_mistral,1.0
fakenewsnet,disinformation,recall,4,logreg_mistral,0.6285714285714286
fakenewsnet,disinformation,auc,4,logreg_mistral,0.9844797178130512
fakenewsnet,disinformation,accuracy,5,logreg_mistral,0.8275862068965517
