dataset,task,metric,model_a,model_b,n_folds,n_repeats,n_signflip_units,mean_diff,ci_low,ci_high,effect_size,p_value,min_possible_p,p_value_holm,holm_threshold_005,holm_feasible_005,min_folds_for_holm_005,significant_holm_005
evons,disinformation,precision,mlp_mistral,xgboost_bert,5,1,5,0.015293417279100895,0.01060006426919513,0.02060464423907824,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,precision,mlp_mistral,xgboost_mistral,5,1,5,0.022997315401702488,0.01795658897414294,0.02803804182926204,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,precision,rf_bert,rf_mistral,5,1,5,-0.009359788432482242,-0.011368014564954043,-0.007615877940045967,-1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,precision,rf_bert,xgboost_bert,5,1,5,-0.021769557227840065,-0.023491184815957755,-0.01971596646768812,-1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,precision,rf_bert,xgboost_mistral,5,1,5,-0.01406565910523847,-0.01575352715268079,-0.012253195298057351,-1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,precision,rf_mistral,xgboost_bert,5,1,5,-0.012409768795357823,-0.01343007332851589,-0.011280051737661978,-1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,precision,rf_mistral,xgboost_mistral,5,1,5,-0.004705870672756229,-0.005986223486956366,-0.0035500309799537224,-1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,precision,xgboost_bert,xgboost_mistral,5,1,5,0.007703898122601594,0.006704686777327917,0.00897555737640927,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,logreg_bert,logreg_mistral,5,1,5,-0.003904051254853691,-0.004956067619552695,-0.002805180242027716,-1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,logreg_bert,mlp_bert,5,1,5,-0.016317524671234616,-0.01886574208794998,-0.01229690239625949,-1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,logreg_bert,mlp_mistral,5,1,5,-0.020899380818065548,-0.028309574026546058,-0.012459871759035757,-1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,logreg_bert,rf_bert,5,1,5,0.02901159316459867,0.025785409646188362,0.031326709526592646,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,logreg_bert,rf_mistral,5,1,5,0.07974107806676214,0.07716595775376386,0.08224430157802456,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,logreg_bert,xgboost_bert,5,1,5,-0.0006311961569789304,-0.0012624196376388008,7.01480861537096e-05,-0.36,0.25,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,logreg_bert,xgboost_mistral,5,1,5,0.02064242618985752,0.01938000655221872,0.022115721800116915,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,logreg_mistral,mlp_bert,5,1,5,-0.012413473416380928,-0.01592019463204426,-0.007597895967270629,-1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,logreg_mistral,mlp_mistral,5,1,5,-0.01699532956321186,-0.024148461581128534,-0.007855055523085963,-0.84,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,logreg_mistral,rf_bert,5,1,5,0.03291564441945236,0.030227158154110433,0.03471576131015956,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,logreg_mistral,rf_mistral,5,1,5,0.08364512932161583,0.08113994670242788,0.08584453535943892,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
